customer_id,region,segment,signup_date
C00392,Midwest,Loyalty,2024-02-08
C00393,West,Loyalty,2024-02-18
C00394,Midwest,New,2024-04-11
C00395,West,New,2024-02-14
C00396,Midwest,Returning,2024-07-05
C00397,Northeast,Loyalty,2024-09-09
C00398,Northeast,Returning,2024-02-14
C00399,South,Returning,2024-06-05
C00400,Midwest,Loyalty,2024-12-02
C00401,Midwest,Loyalty,2024-01-02
C00402,West,Returning,2024-04-23
C00403,West,Returning,2024-01-20
C00404,West,Loyalty,2024-08-07
C00405,West,Returning,2024-03-05
C00406,Northeast,New,2024-02-21
C00407,Midwest,New,2024-04-12
C00408,South,New,2024-11-14
C00409,Northeast,New,2024-07-15
C00410,South,New,2024-12-07
C00411,South,Loyalty,2024-04-11
C00412,West,Returning,2024-09-25
C00413,Midwest,New,2024-10-16
C00414,Northeast,Returning,2024-10-20
C00415,South,Loyalty,2024-05-21
C00416,Midwest,Returning,2024-06-27
C00417,South,Returning,2024-01-14
C00418,Northeast,Returning,2024-01-15
C00419,South,New,2024-08-08
C00420,West,New,2024-08-07
C00421,Northeast,Loyalty,2024-11-02
C00422,West,New,2024-04-04
C00423,Midwest,Loyalty,2024-09-25
C00424,Midwest,New,2024-03-19
C00425,West,New,2024-02-22
C00426,Midwest,Loyalty,2024-05-07
C00427,West,Loyalty,2024-10-13
C00428,Northeast,Returning,2024-04-09
C00429,South,Loyalty,2024-12-16
C00430,Northeast,New,2024-07-23
C00431,Midwest,Loyalty,2024-01-13
C00432,Northeast,Returning,2024-01-01
C00433,Northeast,Returning,2024-06-02
C00434,Northeast,Loyalty,2024-07-06
C00435,Northeast,Returning,2024-10-27
C00436,Midwest,Loyalty,2024-02-12
C00437,Northeast,Returning,2024-06-13
C00438,Northeast,New,2024-02-25
C00439,Midwest,Returning,2024-01-20
C00440,West,Loyalty,2024-01-19
C00441,Northeast,New,2024-12-14
C00442,Northeast,New,2024-12-08
C00443,West,Loyalty,2024-07-21
C00444,Midwest,Loyalty,2024-06-08
C00445,Midwest,Loyalty,2024-01-10
C00446,Northeast,New,2024-12-02
C00447,South,New,2024-04-06
C00448,Northeast,New,2024-01-23
C00449,South,Returning,2024-04-07
C00450,Northeast,Returning,2024-10-13
C00451,Northeast,Returning,2024-12-23
C00452,West,Loyalty,2024-03-06
C00453,South,Returning,2024-07-23
C00454,South,New,2024-05-15
C00455,Northeast,Returning,2024-11-02
C00456,West,Returning,2024-04-13
C00457,Northeast,New,2024-11-16
C00458,Northeast,Loyalty,2024-08-27
C00459,South,Returning,2024-03-15
C00460,West,Returning,2024-10-01
C00461,Northeast,Loyalty,2024-03-22
C00462,West,Loyalty,2024-08-22
C00463,West,New,2024-08-08
C00464,South,Returning,2024-07-16
C00465,Midwest,Returning,2024-06-01
C00466,West,Returning,2024-05-21
C00467,West,Returning,2024-12-06
C00468,Midwest,Loyalty,2024-04-12
C00469,Midwest,New,2024-07-26
C00470,South,Loyalty,2024-12-26
C00471,South,Returning,2024-02-05
C00472,West,Loyalty,2024-06-10
C00473,South,Loyalty,2024-10-20
C00474,South,Loyalty,2024-11-12
C00475,Midwest,Returning,2024-10-19
C00476,West,Loyalty,2024-02-02
C00477,West,Returning,2024-06-25
C00478,Northeast,Returning,2024-12-22
C00479,Midwest,Loyalty,2024-04-15
C00480,West,Returning,2024-05-26
C00481,West,Returning,2024-04-21
C00482,West,New,2024-04-07
C00483,Midwest,New,2024-11-26
C00484,Northeast,Returning,2024-05-18
C00485,South,Loyalty,2024-03-13
C00486,Midwest,Returning,2024-03-25
C00487,West,New,2024-06-11
C00488,South,Loyalty,2024-04-13
C00489,Midwest,Returning,2024-02-26
C00490,Northeast,Loyalty,2024-11-12
C00491,West,Returning,2024-01-15
C00492,Northeast,Returning,2024-12-16
C00493,Northeast,New,2024-01-24
C00494,West,New,2024-05-19
C00495,Northeast,Returning,2024-12-27
C00496,West,Returning,2024-05-04
C00497,Midwest,New,2024-06-08
C00498,Northeast,Loyalty,2024-09-07
C00499,West,Loyalty,2024-10-24
C00500,South,Returning,2024-11-12
C00501,Northeast,Returning,2024-01-02
C00502,South,Loyalty,2024-01-06
C00503,South,New,2024-02-20
C00504,West,Returning,2024-01-15
C00505,Midwest,New,2024-12-26
C00506,Northeast,Loyalty,2024-07-15
C00507,Midwest,Returning,2024-11-07
C00508,West,New,2024-06-24
C00509,Northeast,Loyalty,2024-05-04
C00510,West,Returning,2024-03-26
C00511,Northeast,Loyalty,2024-09-27
C00512,Midwest,Returning,2024-02-10
C00513,Midwest,New,2024-07-06
C00514,Northeast,New,2024-04-17
C00515,Midwest,Returning,2024-06-20
C00516,Midwest,Loyalty,2024-04-10
C00517,Midwest,Loyalty,2024-10-26
C00518,South,Loyalty,2024-06-24
C00519,South,Returning,2024-03-20
C00520,West,Returning,2024-10-15
C00521,West,Returning,2024-04-01
C00522,Midwest,New,2024-06-07
C00523,Midwest,Returning,2024-04-20
C00524,Midwest,Loyalty,2024-01-16
C00525,West,Loyalty,2024-01-12
C00526,West,New,2024-12-23
C00527,Midwest,Loyalty,2024-05-08
C00528,Northeast,Loyalty,2024-04-12
C00529,Midwest,Loyalty,2024-03-21
C00530,South,Loyalty,2024-07-01
C00531,Midwest,New,2024-03-04
C00532,Northeast,Returning,2024-02-12
C00533,South,New,2024-09-18
C00534,Midwest,New,2024-07-18
C00535,Northeast,New,2024-11-23
C00536,South,New,2024-04-05
C00537,Northeast,New,2024-07-27
C00538,Northeast,Returning,2024-02-06
C00539,South,Returning,2024-12-18
C00540,Midwest,Loyalty,2024-08-03
C00541,West,New,2024-08-01
C00542,Midwest,Loyalty,2024-06-06
C00543,South,Returning,2024-12-05
C00544,Northeast,New,2024-02-23
C00545,Northeast,New,2024-09-24
C00546,West,New,2024-12-23
C00547,West,New,2024-11-11
C00548,South,New,2024-05-16
C00549,Midwest,Returning,2024-11-26
C00550,West,Loyalty,2024-11-12
C00551,South,New,2024-03-18
C00552,South,New,2024-09-21
C00553,West,New,2024-07-02
C00554,Northeast,Loyalty,2024-06-23
C00555,Northeast,Returning,2024-07-14
C00556,West,Returning,2024-06-12
C00557,Midwest,New,2024-04-27
C00558,West,Returning,2024-09-15
C00559,Midwest,Returning,2024-10-25
C00560,South,Returning,2024-07-15
C00561,West,Loyalty,2024-04-16
C00562,Midwest,Returning,2024-05-19
C00563,Midwest,Returning,2024-01-09
C00564,Northeast,Returning,2024-04-22
C00565,Midwest,Returning,2024-05-03
C00566,South,Loyalty,2024-08-20
C00567,West,Loyalty,2024-06-19
C00568,Midwest,New,2024-02-05
C00569,West,Returning,2024-09-25
C00570,West,New,2024-06-07
C00571,South,Loyalty,2024-07-26
C00572,West,New,2024-07-06
C00573,Midwest,New,2024-06-06
C00574,South,Returning,2024-07-21
C00575,West,Loyalty,2024-10-03
C00576,South,Returning,2024-07-23
C00577,Northeast,Loyalty,2024-10-18
C00578,Midwest,New,2024-10-08
C00579,Midwest,Loyalty,2024-09-24
C00580,South,New,2024-03-14
C00581,Midwest,New,2024-02-25
C00582,Midwest,New,2024-05-03
C00583,Midwest,New,2024-10-15
C00584,South,Loyalty,2024-09-16
C00585,Midwest,Loyalty,2024-03-16
C00586,Midwest,Returning,2024-09-24
C00587,West,Returning,2024-12-05
C00588,West,Loyalty,2024-08-17
C00589,South,Loyalty,2024-05-27
C00590,Northeast,Loyalty,2024-07-13
C00591,Midwest,Returning,2024-08-09
C00592,Midwest,New,2024-03-25
C00593,South,Loyalty,2024-01-22
C00594,Northeast,New,2024-10-19
C00595,Midwest,New,2024-04-08
C00596,South,Returning,2024-08-20
C00597,South,Loyalty,2024-09-15
C00598,Northeast,New,2024-09-12
C00599,West,Loyalty,2024-10-27
C00600,Northeast,New,2024-05-10
C00601,Midwest,Loyalty,2024-07-11
C00602,West,New,2024-08-08
C00603,Northeast,New,2024-08-07
C00604,Northeast,Loyalty,2024-05-22
C00605,South,Returning,2024-11-02
C00606,Midwest,Returning,2024-05-01
C00607,Midwest,Returning,2024-01-17
C00608,West,New,2024-12-19
C00609,Midwest,New,2024-02-07
C00610,Midwest,Returning,2024-08-25
C00611,Midwest,New,2024-08-27
C00612,Northeast,Returning,2024-08-06
C00613,Midwest,Loyalty,2024-01-15
C00614,Midwest,Loyalty,2024-12-01
C00615,South,New,2024-06-01
C00616,South,Returning,2024-10-15
C00617,West,New,2024-10-05
C00618,West,New,2024-11-20
C00619,South,Returning,2024-04-18
C00620,Northeast,New,2024-08-18
C00621,Midwest,Loyalty,2024-12-21
C00622,Midwest,New,2024-03-15
C00623,Midwest,New,2024-10-01
C00624,Northeast,Returning,2024-08-03
C00625,Northeast,New,2024-04-05
C00626,South,Returning,2024-02-21
C00627,West,New,2024-06-18
C00628,Midwest,New,2024-05-20
C00629,West,Returning,2024-01-04
C00630,Midwest,Returning,2024-01-11
C00631,South,Returning,2024-01-13
C00632,South,New,2024-01-17
C00633,Midwest,Loyalty,2024-10-18
C00634,West,New,2024-01-07
C00635,South,New,2024-11-11
C00636,Northeast,Loyalty,2024-07-27
C00637,South,Loyalty,2024-03-17
C00638,West,Returning,2024-05-25
C00639,Midwest,Returning,2024-11-20
C00640,Northeast,Loyalty,2024-05-27
C00641,South,Loyalty,2024-03-04
C00642,West,New,2024-04-17
C00643,Northeast,Returning,2024-12-05
C00644,West,Returning,2024-08-01
C00645,South,New,2024-02-23
C00646,West,New,2024-07-15
C00647,Midwest,Loyalty,2024-08-02
C00648,South,New,2024-10-15
C00649,South,Returning,2024-11-21
C00650,Midwest,New,2024-12-12
C00651,Northeast,New,2024-07-23
C00652,Midwest,New,2024-04-11
C00653,South,New,2024-12-24
C00654,Northeast,New,2024-04-19
C00655,Midwest,Loyalty,2024-06-16
C00656,Northeast,Loyalty,2024-05-01
C00657,South,Returning,2024-02-02
C00658,South,Loyalty,2024-06-25
C00659,South,New,2024-06-19
C00660,Midwest,Returning,2024-06-10
C00661,Northeast,Loyalty,2024-04-20
C00662,Midwest,New,2024-05-22
C00663,South,Returning,2024-05-06
C00664,Northeast,New,2024-07-27
C00665,South,New,2024-02-05
C00666,South,New,2024-11-27
C00667,South,New,2024-02-10
C00668,Midwest,Loyalty,2024-02-23
C00669,Northeast,Returning,2024-11-10
C00670,Northeast,New,2024-09-16
C00671,South,Loyalty,2024-11-08
C00672,South,New,2024-05-25
C00673,Northeast,Loyalty,2024-02-01
C00674,Midwest,New,2024-05-17
C00675,Midwest,New,2024-09-17
C00676,Northeast,Loyalty,2024-09-23
C00677,South,Returning,2024-01-16
C00678,West,New,2024-07-17
C00679,Midwest,New,2024-12-08
C00680,Midwest,New,2024-10-02
C00681,West,Loyalty,2024-05-04
C00682,Northeast,New,2024-01-19
C00683,Northeast,Loyalty,2024-01-18
C00684,Midwest,Loyalty,2024-02-08
C00685,South,Loyalty,2024-03-10
C00686,Midwest,Loyalty,2024-02-08
C00687,West,Loyalty,2024-03-02
C00688,West,New,2024-05-06
C00689,Midwest,Loyalty,2024-07-21
C00690,Northeast,Returning,2024-01-25
C00691,South,Returning,2024-07-18
C00692,Northeast,Returning,2024-10-04
C00693,South,New,2024-04-17
C00694,Northeast,Loyalty,2024-01-15
C00695,South,New,2024-03-22
C00696,West,Returning,2024-04-15
C00697,West,Loyalty,2024-07-07
C00698,Midwest,New,2024-09-17
C00699,Northeast,Loyalty,2024-09-18
C00700,West,Returning,2024-07-09
C00701,Midwest,New,2024-10-19
C00702,Midwest,Loyalty,2024-10-13
C00703,South,New,2024-09-23
C00704,Midwest,Returning,2024-12-25
C00705,West,Returning,2024-02-25
C00706,West,Returning,2024-08-26
C00707,Northeast,Loyalty,2024-11-12
C00708,West,Returning,2024-06-01
C00709,South,Returning,2024-04-03
C00710,West,New,2024-10-08
C00711,Northeast,New,2024-04-13
C00712,West,New,2024-12-27
C00713,West,Loyalty,2024-10-14
C00714,South,Returning,2024-08-07
C00715,Midwest,Loyalty,2024-04-06
C00716,Midwest,New,2024-11-16
C00717,Midwest,Returning,2024-12-05
C00718,Northeast,Returning,2024-06-06
C00719,South,Loyalty,2024-01-26
C00720,West,Returning,2024-09-14
C00721,Northeast,New,2024-04-14
C00722,South,New,2024-10-27
C00723,Northeast,New,2024-09-10
C00724,Northeast,Returning,2024-07-14
C00725,West,Returning,2024-05-14
C00726,West,Returning,2024-08-01
C00727,Midwest,New,2024-08-25
C00728,South,New,2024-06-13
C00729,South,Loyalty,2024-04-14
C00730,Northeast,Loyalty,2024-05-14
C00731,South,Returning,2024-02-03
C00732,Midwest,New,2024-03-06
C00733,West,Loyalty,2024-04-20
C00734,West,Loyalty,2024-06-26
C00735,Midwest,Returning,2024-09-12
C00736,South,Loyalty,2024-06-16
C00737,South,Returning,2024-02-07
C00738,Northeast,Returning,2024-04-07
C00739,Northeast,Returning,2024-01-01
C00740,Midwest,Loyalty,2024-06-02
C00741,South,Returning,2024-09-21
C00742,South,Loyalty,2024-11-01
C00743,Midwest,Returning,2024-08-26
C00744,Northeast,New,2024-02-16
C00745,Midwest,New,2024-03-18
C00746,Midwest,Returning,2024-10-22
C00747,Northeast,Loyalty,2024-11-02
C00748,West,Loyalty,2024-06-19
C00749,West,Returning,2024-07-22
C00750,South,New,2024-06-03
C00751,West,Returning,2024-11-12
C00752,West,Returning,2024-12-14
C00753,South,New,2024-08-24
C00754,South,Returning,2024-12-19
C00755,West,Loyalty,2024-11-20
C00756,Northeast,Returning,2024-06-02
